Country Name,Country Code,year,gdp_per_capita,school_enrollment,electricity_access,log_gdp
Suriname,SUR,2015,8813.61705392067,70.1560287475586,95,9.084053196979129
Suriname,SUR,2016,5644.2061057532,71.6250318633699,95.8,8.638384829980152
Suriname,SUR,2018,6665.74180472239,74.745979309082,97.4,8.80473652495258
Suriname,SUR,2019,6629.66775248603,74.4114544472174,97.9,8.799309969177017
Suriname,SUR,2020,4755.39221710693,73.11669921875,98.4,8.467034456773764
Suriname,SUR,2021,5029.84838543953,65.6294708251953,98.8,8.523145120579768
Suriname,SUR,2022,6084.43876736445,78.0214761948254,99,8.71348976901752
Suriname,SUR,2023,5521.97602122638,76.1109237670898,99.6,8.616491050073279
Slovak Republic,SVK,2015,16442.0760860018,91.8957290649414,100,9.70759894324071
Slovak Republic,SVK,2016,16636.0769133073,91.4534378051758,100,9.719328924157434
Slovak Republic,SVK,2017,17645.5298716761,91.2535934448242,100,9.778237765223587
Slovak Republic,SVK,2018,19573.3717031314,91.7815399169922,100,9.881925334928212
Slovak Republic,SVK,2019,19406.0589683582,91.3246917724609,100,9.873340614246928
Slovak Republic,SVK,2020,19735.4858280801,90.813346862793,100,9.890173605380973
Slovak Republic,SVK,2021,22123.3342114545,91.0899124145508,100,10.004388177163943
Slovak Republic,SVK,2022,21317.7943982363,92.2043075561523,100,9.967297420687904
Slovak Republic,SVK,2023,24614.8734642794,92.6436767578125,100,10.111106151585117
Slovak Republic,SVK,2024,25992.6748502048,93.1929931640625,100,10.165570040777842
Slovenia,SVN,2015,20697.2748530619,109.655220031738,100,9.937757320976354
Slovenia,SVN,2016,21447.8377796036,115.216941833496,100,9.973379116459535
Slovenia,SVN,2017,23303.077705959,114.595596313477,100,10.056340721215133
Slovenia,SVN,2018,25888.0481065655,113.556167602539,100,10.161536678113812
Slovenia,SVN,2019,25814.1687167572,111.369567871094,100,10.158678795236376
Slovenia,SVN,2020,25392.0651093612,110.359169006348,100,10.142192006931191
Slovenia,SVN,2021,29192.8401933019,108.17887878418,100,10.281678759330694
Slovenia,SVN,2022,28360.3041467268,107.874809265137,100,10.252745705085271
Slovenia,SVN,2023,32660.4753581346,107.626876831055,100,10.393920921168524
Sweden,SWE,2015,51188.1652120493,137.462966918945,100,10.843263636106574
Sweden,SWE,2016,51703.5088332851,137.561157226562,100,10.853280927309282
Sweden,SWE,2017,53210.2233318965,142.641586303711,100,10.882005824760643
Sweden,SWE,2018,54018.4554391861,140.821746826172,100,10.897081034549574
Sweden,SWE,2019,51648.9892820514,136.641006469727,100,10.85222590576099
Sweden,SWE,2020,52568.5726980146,136.426132202148,100,10.8698737429411
Sweden,SWE,2021,60647.5416365347,138.688186645508,100,11.012834379940378
Sweden,SWE,2022,54836.8907235124,139.406524658203,100,10.91211843483171
Sweden,SWE,2023,54950.2834725622,134.244293212891,100,10.914184118554807
Sweden,SWE,2024,57222.7100565003,131.96354675293,100,10.954706127532543
Eswatini,SWZ,2015,3419.82276559528,76.2872772216797,64.1,8.13734400578844
Eswatini,SWZ,2016,3238.17611961364,82.023935767308,63.4,8.08276552423885
Seychelles,SYC,2015,15333.1051727105,92.0911695105244,100,9.637769506651795
Seychelles,SYC,2016,16566.9946042294,101.712798026857,100,9.715167718244599
Seychelles,SYC,2017,17480.3651911372,112.311212814645,100,9.76883354093278
Seychelles,SYC,2018,18440.2340460932,108.274060095805,100,9.822290189334442
Seychelles,SYC,2019,19141.5118743615,100.825877494838,100,9.8596146521883945
Seychelles,SYC,2020,14041.4754074575,102.18818380744,100,9.549770758059902
Seychelles,SYC,2021,14982.9111487767,102.952278242114,100,9.614665573889853
Seychelles,SYC,2022,16682.6990711785,76.8818747010999,100,9.722127477640987
Seychelles,SYC,2023,18130.5297135548,74.2514404458298,100,9.805352520837506
Seychelles,SYC,2024,18364.5259678223,70.824577331543,100,9.818176146203912
Syrian Arab Republic,SYR,2020,593.911771822527,39.0727806091309,89,6.386730776045325
Syrian Arab Republic,SYR,2021,688.566109726934,39.4595794677734,88.8,6.53461133349654
Syrian Arab Republic,SYR,2022,1056.78264718197,39.6268081665039,89,6.962984332919982
Turks and Caicos Islands,TCA,2015,29457.0140691162,81.0204081632653,100,10.290687329452664
Turks and Caicos Islands,TCA,2016,31373.5612684327,73.9748274462038,100,10.35372081939646
Turks and Caicos Islands,TCA,2017,30014.2309523213,85.01841997544,100,10.309426913246124
Turks and Caicos Islands,TCA,2018,31625.616593277002,95.5051546391753,100,10.361722722860373
Turks and Caicos Islands,TCA,2019,31780.5217068989,91.2056151940545,100,10.366608856157942
Turks and Caicos Islands,TCA,2020,20690.9160546118,91.187270501836,99.4,9.937450044994453
Turks and Caicos Islands,TCA,2021,27329.2885087196,98.0016021728516,100,10.215714245239647
Turks and Caicos Islands,TCA,2022,31280.5418020808,105.9765625,99.9,10.350751515547628
Turks and Caicos Islands,TCA,2023,35470.2151608295,109.841759938248,100,10.476448613743898
Turks and Caicos Islands,TCA,2024,37506.7798431288,119.728975687525,100,10.532276991433676
Chad,TCD,2015,993.990730610869,22.2454248795188,7.7,6.901727881271915
Chad,TCD,2016,861.831767630746,22.530490847167,9.2,6.759060086454947
Chad,TCD,2017,854.46120040098,20.5855678473561,10.9,6.750471095323443
Chad,TCD,2018,948.656629871231,20.0021180694774,10.1,6.855046910028915
Chad,TCD,2019,893.336441643325,20.192877474143,8.4,6.794963264282223
Chad,TCD,2021,946.358500208374,23.1541767734797,11.3,6.852621461542517
Chad,TCD,2023,949.991054236266,24.1941648001316,12,6.856452567956846
Chad,TCD,2024,980.668312111718,23.49298947746,13.4,6.88823429037601
East Asia & Pacific (IDA & IBRD countries),TEA,2015,6664.53447337008,85.2556991577148,97.3350470103173,8.80455538371733
East Asia & Pacific (IDA & IBRD countries),TEA,2016,6758.79473763568,84.6476364135742,97.4026392373466,8.81859985989172
East Asia & Pacific (IDA & IBRD countries),TEA,2017,7323.57112357326,84.9235076904297,98.1121893727336,8.89885334640278
East Asia & Pacific (IDA & IBRD countries),TEA,2018,8136.42934013947,85.7153472900391,98.051229750632,9.004106706756374
East Asia & Pacific (IDA & IBRD countries),TEA,2019,8379.42503514668,87.4709014892578,98.2517291129462,9.033534579564572
East Asia & Pacific (IDA & IBRD countries),TEA,2020,8485.28948088661,88.5766220092773,98.1521712499121,9.046089293867341
East Asia & Pacific (IDA & IBRD countries),TEA,2021,10086.4082581275,89.3585662841797,98.5259377999818,9.218944079521961
East Asia & Pacific (IDA & IBRD countries),TEA,2022,10220.556668162,90.1412811279297,98.5710601814202,9.232156330783342
East Asia & Pacific (IDA & IBRD countries),TEA,2023,10240.3474676862,90.9201583862305,98.7474424069608,9.23409083040904
East Asia & Pacific (IDA & IBRD countries),TEA,2024,10508.2462082104,90.9757614135742,98.8730876053292,9.259915581080083
Europe & Central Asia (IDA & IBRD countries),TEC,2015,8034.6842596255,98.7176971435547,98.3318925466179,8.991522981771082
Europe & Central Asia (IDA & IBRD countries),TEC,2016,7679.02768410566,98.6390914916992,99.6574040765117,8.946248214494727
Europe & Central Asia (IDA & IBRD countries),TEC,2017,8571.09823045668,99.9956512451172,99.9282316965341,9.056151151626194
Europe & Central Asia (IDA & IBRD countries),TEC,2018,8885.56352555245,100.211502075195,99.941528994937,9.092183162950326
Europe & Central Asia (IDA & IBRD countries),TEC,2019,9040.92665915657,100.414009094238,99.9069194604741,9.109516954676653
Europe & Central Asia (IDA & IBRD countries),TEC,2020,8455.78453528889,97.6678695678711,99.9520668153849,9.042606046535854
Europe & Central Asia (IDA & IBRD countries),TEC,2021,9992.00521619821,97.4853134155273,99.9763873001269,9.209540573842729
Europe & Central Asia (IDA & IBRD countries),TEC,2022,11422.1622613514,98.0531005859375,99.9954427619778,9.343310805160622
Europe & Central Asia (IDA & IBRD countries),TEC,2023,12070.5942969794,97.7369766235352,100,9.398527550408811
Europe & Central Asia (IDA & IBRD countries),TEC,2024,13364.4486876078,98.6327209472656,99.9976895300598,9.500353377262622
Togo,TGO,2017,872.076408845752,60.769472220228,48,6.770877044893259
Togo,TGO,2021,1076.29520076949,63.0669365853803,55.7,6.981280053252126
Togo,TGO,2023,1182.32951436696,63.4192515229188,59.2,7.07524193607517
Thailand,THA,2015,5688.85335397884,124.330596923828,99.6,8.646263987300964
Thailand,THA,2016,5833.57715617098,122.563217163086,99.9,8.671385668570714
Thailand,THA,2017,6413.09182530343,79.5062371844027,99.9,8.766096777665318
Thailand,THA,2018,7099.77650081458,80.6045305135668,99.8,8.86781858377543
Thailand,THA,2019,7605.69657797759,81.7206425877734,99.9,8.936652795236206
Thailand,THA,2020,6983.03412836245,82.3668560969625,100,8.85123879018372
Thailand,THA,2021,7055.18760721422,84.6644528199547,100,8.861518456026083
Thailand,THA,2022,6910.00995211206,88.0661686868399,99.9,8.840726357008444
Thailand,THA,2023,7210.54130832685,93.3356315272258,100,8.883299304898669
Thailand,THA,2024,7386.63615126055,92.507325535959,100,8.90742772103754
Tajikistan,TJK,2020,834.311715460625,90.9012072790342,99.5,6.726607092073161
Tajikistan,TJK,2021,896.748053372182,91.2751683038557,99.6,6.798774945651387
Tajikistan,TJK,2022,1052.17949484894,90.888637681585,100,6.958619001223276
Tajikistan,TJK,2023,1178.47990060249,88.4022015902249,100,7.071980667162856
Tajikistan,TJK,2024,1362.02559981695,86.9035257819264,99.9,7.216728282286821
Turkmenistan,TKM,2019,4365.1152919542,84.1078318050495,99.9,8.381399880743722
Turkmenistan,TKM,2020,3935.37749365223,86.8120225282998,100,8.27776208856344
Turkmenistan,TKM,2021,3713.20113171765,89.9339065551758,100,8.219649622308035
Turkmenistan,TKM,2022,5198.18947409551,92.451789855957,100,8.55606566588291
Turkmenistan,TKM,2023,5298.46421949276,102.546752929688,100,8.575172287641776
